timestamp_ms,processing_time_ms
1751306462655,52.1883
1751306462693,38.3316
1751306462729,35.3125
1751306462768,39.2335
1751306462812,44.4242
1751306462855,42.9698
1751306462891,35.4715
1751306462957,66.0860
1751306462992,34.9141
1751306463052,59.4373
1751306463099,47.4582
1751306463139,40.1147
1751306463184,45.0104
1751306463220,35.3692
1751306463284,63.7377
1751306463325,42.1832
1751306463363,38.2299
1751306463431,68.0100
1751306463486,54.3361
1751306463517,30.9812
1751306463562,45.6199
1751306463599,36.6370
1751306463665,65.4603
1751306463716,51.7977
1751306463753,36.4457
1751306463789,36.3114
1751306463827,37.3332
1751306463859,31.9757
1751306463897,38.0625
1751306463932,35.5460
1751306463984,52.0738
1751306464020,35.4361
1751306464081,60.6624
1751306464102,21.2152
1751306464161,58.7977
1751306464212,51.2503
1751306464245,32.6152
1751306464325,79.4914
1751306464394,69.1615
1751306464466,71.9688
1751306464493,27.4023
1751306464561,67.7536
1751306464612,51.3078
1751306464646,34.0274
1751306464701,54.1991
1751306464726,25.1994
1751306464770,44.6159
1751306464800,29.9096
1751306464840,39.8655
1751306464869,28.8708
1751306464935,64.9180
1751306464976,41.7420
1751306465022,46.2042
1751306465090,67.2118
1751306465132,42.0827
1751306465177,44.9075
1751306465215,38.2682
1751306465258,42.8390
1751306465307,48.8955
1751306465333,25.4215
1751306465372,38.9789
1751306465411,39.4296
1751306465476,64.6801
1751306465500,24.0484
1751306465549,48.6070
1751306465581,32.6820
1751306465618,36.8482
1751306465649,31.8465
1751306465696,47.0374
1751306465724,27.6317
1751306465736,11.6617
1751306465798,43.9997
1751306465858,60.3525
1751306465896,37.7749
1751306465957,60.4987
1751306465976,20.0432
1751306466024,47.9712
1751306466082,57.1950
1751306466108,26.3669
1751306466150,42.2868
1751306466176,25.9567
1751306466204,27.6133
1751306466221,16.6982
1751306466283,61.8633
1751306466306,23.5794
1751306466344,37.4345
1751306466381,37.5534
1751306466422,40.6037
1751306466458,36.0894
1751306466507,48.4249
1751306466543,36.0088
1751306466578,34.6876
1751306466632,54.8159
1751306466694,61.9980
1751306466724,29.9582
1751306466759,34.6084
1751306466802,42.4939
1751306466838,35.8449
1751306466876,38.5410
1751306466971,89.1275
1751306467012,40.6781
1751306467080,68.1520
1751306467152,71.8040
1751306467221,69.1571
1751306467293,72.0115
1751306467362,69.4381
1751306467447,84.7148
1751306467525,77.2011
1751306467585,60.3278
1751306467625,40.4745
1751306467698,72.5362
1751306467769,70.4368
1751306467837,68.5822
1751306467912,74.6001
1751306467985,72.6915
1751306468054,69.5841
1751306468132,77.5353
1751306468195,62.7440
1751306468255,60.0195
1751306468324,69.4668
1751306468398,73.2994
1751306468438,40.2243
1751306468492,54.0659
1751306468538,45.6048
1751306468598,60.6271
1751306468669,70.7775
1751306468710,40.8435
1751306468784,73.4693
1751306468844,60.6743
1751306468878,34.9653
1751306468944,65.3607
1751306469025,80.5583
1751306469098,73.2215
1751306469166,67.9386
1751306469234,67.7976
1751306469290,56.5626
1751306469350,59.0714
1751306469419,69.7237
1751306469503,83.5073
1751306469558,54.7561
1751306469634,76.1760
1751306469697,62.6120
1751306469770,73.0271
1751306469835,64.9872
1751306469890,54.8465
1751306469941,50.9853
1751306470007,65.9670
1751306470048,41.0373
1751306470113,64.7165
1751306470187,74.4279
1751306470264,76.7453
1751306470337,73.4659
1751306470413,75.1711
1751306470489,75.9509
1751306470560,70.9017
1751306470621,61.0918
1751306470650,29.0618
1751306470708,57.5480
1751306470732,24.9339
1751306470789,56.2276
1751306470809,20.0327
1751306470849,39.9430
1751306470877,27.7073
1751306470927,50.0687
1751306470960,33.0876
1751306471014,54.0951
1751306471048,33.8413
1751306471083,35.0533
1751306471111,27.9353
1751306471163,51.7951
1751306471199,35.8382
1751306471255,56.1188
1751306471329,74.2391
1751306471372,43.2719
1751306471443,70.9036
1751306471496,52.1331
1751306471567,70.8125
1751306471647,80.1063
1751306471687,40.4814
1751306471754,67.0193
1751306471827,72.4901
1751306471880,53.3470
1751306471922,42.1772
1751306471986,63.4215
1751306472063,78.3768
1751306472116,52.3296
1751306472134,18.2899
1751306472181,46.9884
1751306472218,36.4169
1751306472271,53.3528
1751306472307,35.7336
1751306472342,35.3826
1751306472367,24.3442
1751306472418,50.1287
1751306472429,11.9296
1751306472485,51.2926
1751306472517,32.3923
1751306472572,54.4181
1751306472595,22.9734
1751306472636,41.6449
1751306472687,50.3315
1751306472717,29.7798
1751306472753,36.6291
1751306472804,50.1778
1751306472818,14.3658
1751306472873,53.0208
1751306472901,28.0370
1751306472951,50.6917
1751306472985,33.4021
1751306473036,50.8879
1751306473074,38.0306
1751306473105,31.3914
1751306473135,30.0927
1751306473171,35.2512
1751306473211,40.3270
1751306473236,24.7986
1751306473276,40.4024
1751306473297,20.4796
1751306473350,52.0009
1751306473385,36.3783
1751306473428,42.5872
1751306473452,23.5170
1751306473526,73.9045
1751306473603,77.0055
1751306473651,48.0524
1751306473717,65.7511
1751306473798,80.8963
1751306473867,68.8886
1751306473937,70.1912
1751306474008,70.7365
1751306474081,73.1874
1751306474155,73.6879
1751306474215,60.3221
1751306474267,51.6260
1751306474337,70.2550
1751306474405,67.5865
1751306474472,67.3343
1751306474527,55.0026
1751306474591,63.3607
1751306474635,44.3800
1751306474683,47.8888
1751306474756,73.1879
1751306474814,57.5174
1751306474876,62.1868
1751306474948,72.2236
1751306475020,72.0236
1751306475092,71.8182
1751306475167,74.5571
1751306475208,40.7528
1751306475276,69.2212
1751306475348,71.9618
1751306475415,67.3956
1751306475484,68.9089
1751306475536,51.3463
1751306475607,70.7993
1751306475680,73.6238
1751306475739,58.1583
1751306475791,52.8417
1751306475856,64.7616
1751306475902,46.1227
1751306475966,63.7251
1751306476038,71.3482
1751306476091,53.6017
1751306476105,13.9511
1751306476154,46.1146
1751306476189,35.5065
1751306476245,55.7262
1751306476264,19.3852
1751306476312,47.8645
1751306476338,25.3980
1751306476386,47.8709
1751306476419,33.1068
1751306476461,42.3591
1751306476509,47.7025
1751306476564,55.3440
1751306476586,21.7713
1751306476605,18.9184
1751306476653,47.3628
1751306476698,45.4153
1751306476727,28.6690
1751306476762,34.8687
1751306476810,47.9461
1751306476826,16.4321
1751306476873,47.0759
1751306476913,39.9948
1751306476961,47.5299
1751306476994,33.1535
1751306477048,53.4459
1751306477060,12.2235
1751306477113,36.3296
1751306477162,48.1286
1751306477195,33.4832
1751306477232,36.4781
1751306477288,55.7668
1751306477340,51.6137
1751306477373,33.7694
1751306477411,37.6402
1751306477437,26.6892
1751306477471,33.5753
1751306477514,43.0863
1751306477554,39.8411
1751306477582,27.8394
1751306477636,53.9618
1751306477668,32.4294
1751306477703,34.3312
1751306477743,40.0922
1751306477771,27.6936
1751306477828,56.8341
1751306477872,44.2557
1751306477897,25.3087
1751306477940,42.2357
1751306477976,36.1148
1751306477991,15.1522
1751306478026,34.7911
1751306478058,32.2942
1751306478084,25.2388
1751306478130,46.7844
1751306478165,34.8034
1751306478206,40.1808
1751306478235,29.6723
1751306478282,46.9999
1751306478297,14.9077
1751306478347,48.5412
1751306478381,33.7641
1751306478442,60.5867
1751306478482,41.3528
1751306478531,48.9485
1751306478562,30.6600
1751306478599,37.0745
1751306478649,49.6606
1751306478682,32.9900
1751306478717,35.6603
1751306478779,61.2449
1751306478836,57.5893
1751306478880,44.1227
1751306478936,55.0643
1751306479000,64.7623
1751306479072,71.0891
1751306479125,53.4694
1751306479195,69.6421
1751306479245,49.7615
1751306479309,64.2131
1751306479374,64.7448
1751306479420,46.0872
1751306479496,75.8635
1751306479566,69.9875
1751306479643,76.7067
1751306479728,84.9255
1751306479771,43.6530
1751306479844,72.7963
1751306479873,28.4340
1751306479895,22.1640
1751306479916,21.5567
1751306479960,43.6704
1751306479990,30.0945
1751306480015,24.1271
1751306480073,58.1410
1751306480094,20.7637
1751306480151,57.8514
1751306480179,27.2958
1751306480229,50.1374
1751306480263,34.3416
1751306480314,50.7344
1751306480373,58.6918
1751306480410,37.1187
1751306480465,54.5134
1751306480490,24.8806
1751306480539,49.0245
1751306480566,27.0505
1751306480622,56.1192
1751306480659,36.6002
1751306480704,45.3695
1751306480732,27.9056
1751306480785,52.5193
1751306480841,56.6977
1751306480877,36.0924
1751306480899,21.3589
1751306480948,49.3191
1751306480981,33.1486
1751306481022,40.9877
1751306481048,25.4387
1751306481091,42.7267
1751306481120,29.5093
1751306481165,44.3046
1751306481197,32.5680
1751306481252,54.2151
1751306481281,28.9172
1751306481329,48.0343
1751306481363,33.9123
1751306481412,49.6085
1751306481458,45.2447
1751306481498,40.1483
1751306481554,56.4408
1751306481589,34.5470
1751306481632,43.1414
1751306481664,31.7492
1751306481716,52.6375
1751306481744,28.3140
1751306481797,52.8892
1751306481844,47.4123
1751306481884,39.3370
1751306481927,42.7442
1751306481967,40.1959
1751306482023,56.0179
1751306482052,28.5980
1751306482112,60.1580
1751306482147,35.3456
1751306482196,48.8377
1751306482230,34.3715
1751306482282,51.3000
1751306482338,56.5441
1751306482396,57.6134
1751306482432,36.3325
1751306482479,46.8722
1751306482521,41.9566
1751306482546,24.3997
1751306482584,37.9719
1751306482616,32.2169
1751306482657,40.9654
1751306482689,31.6352
1751306482726,37.1609
1751306482756,30.4489
1751306482793,36.3554
1751306482822,29.1698
1751306482891,68.9801
1751306482910,18.8171
1751306482967,56.8256
1751306483015,47.7935
1751306483055,39.9850
1751306483079,24.1185
1751306483130,51.3011
1751306483178,47.4613
1751306483216,38.4369
1751306483278,62.0438
1751306483300,21.9034
1751306483360,59.1438
1751306483393,33.0279
1751306483447,53.9689
1751306483518,70.9543
1751306483578,60.6513
1751306483609,30.2722
1751306483659,49.9962
1751306483697,38.2424
1751306483754,56.4233
1751306483785,31.6201
1751306483836,50.4115
1751306483887,50.8660
1751306483933,46.1671
1751306483990,57.4670
1751306484050,58.9056
1751306484089,39.6498
1751306484135,46.1452
1751306484166,30.3062
1751306484206,40.4132
1751306484247,41.3077
1751306484292,44.5301
1751306484323,31.3950
1751306484363,39.0665
1751306484394,31.8847
1751306484437,42.7759
1751306484477,39.5816
1751306484520,42.9203
1751306484572,51.6268
1751306484617,45.2609
1751306484659,41.6690
1751306484699,40.0479
1751306484747,48.5828
1751306484777,29.8776
1751306484827,50.1303
1751306484867,39.8020
1751306484916,50.0606
1751306484956,39.2723
1751306485010,53.9107
1751306485032,21.9316
1751306485077,44.9778
1751306485111,33.7709
1751306485152,41.4805
1751306485191,32.7545
1751306485246,55.1333
1751306485278,31.7255
1751306485353,75.6082
1751306485396,42.1994
1751306485453,57.5150
1751306485530,76.5645
1751306485572,42.7449
1751306485683,110.5859
1751306485750,66.7004
1751306485824,73.2571
1751306485867,43.5827
1751306485906,38.7016
1751306485961,54.9542
1751306486023,62.4340
1751306486072,48.5687
1751306486094,21.9470
1751306486148,53.8803
1751306486184,36.3770
1751306486241,56.6270
1751306486277,36.3424
1751306486329,51.8046
1751306486370,40.6831
1751306486430,60.5845
1751306486481,50.0764
1751306486533,52.3559
1751306486573,39.9023
1751306486619,45.7307
1751306486669,50.3352
1751306486728,58.7896
1751306486782,53.5092
1751306486826,44.3369
1751306486892,65.7901
1751306486952,60.5275
1751306486988,35.3566
1751306487049,61.4847
1751306487080,30.2339
1751306487127,47.3419
1751306487177,50.3885
1751306487241,63.8428
1751306487303,61.8803
1751306487338,34.1317
1751306487378,40.1830
1751306487439,61.1698
1751306487495,55.4768
1751306487542,47.4836
1751306487608,65.5806
1751306487660,52.2048
1751306487714,53.6145
1751306487750,35.7787
1751306487812,62.5615
1751306487871,58.2414
1751306487914,43.0266
1751306487947,33.7114
1751306488006,58.8365
1751306488053,46.7967
1751306488089,35.7477
1751306488130,41.6527
1751306488164,34.6926
1751306488216,51.1798
1751306488245,29.2404
1751306488300,54.8123
1751306488341,40.8169
1751306488373,32.5119
1751306488428,54.6863
1751306488473,44.9490
1751306488528,55.3954
1751306488584,55.7361
1751306488626,42.1251
1751306488673,46.4504
1751306488704,30.7041
1751306488756,51.9703
1751306488779,23.7080
1751306488825,45.6582
1751306488859,33.9839
1751306488918,58.8343
1751306488959,40.7969
1751306489014,54.6482
1751306489076,62.0714
1751306489116,40.1256
1751306489167,51.2401
1751306489221,53.4364
1751306489262,40.9085
1751306489314,52.0044
1751306489333,19.1675
1751306489387,54.4659
1751306489447,59.1457
1751306489486,39.4357
1751306489541,54.4870
1751306489593,51.8524
1751306489636,43.3853
1751306489684,47.4180
1751306489712,28.2432
1751306489760,47.7949
1751306489780,20.5679
1751306489833,52.5765
1751306489875,41.7964
1751306489933,57.6242
1751306489979,46.6910
1751306490009,29.4464
1751306490052,42.5898
1751306490086,34.1153
1751306490111,25.4037
1751306490156,44.8594
1751306490187,30.5425
1751306490239,52.4206
1751306490295,55.8585
1751306490331,35.9337
1751306490385,54.3241
1751306490415,29.0788
1751306490469,54.7331
1751306490501,31.7718
1751306490555,54.1702
1751306490610,54.0715
1751306490643,33.5368
1751306490697,53.9642
1751306490734,36.9081
1751306490786,51.7748
1751306490822,36.3288
1751306490866,43.5752
1751306490906,40.6598
1751306490954,47.2244
1751306491011,57.2394
1751306491045,34.1989
1751306491089,43.2356
1751306491128,38.8566
1751306491179,50.9624
1751306491235,56.6270
1751306491267,32.0280
1751306491323,55.7165
1751306491360,37.1083
1751306491406,45.4340
1751306491463,57.2705
1751306491500,37.7927
1751306491559,58.9195
1751306491588,28.6868
1751306491629,41.6947
1751306491686,56.1166
1751306491746,59.9190
1751306491800,54.7942
1751306491853,51.7968
1751306491888,35.4812
1751306491927,39.3164
1751306491969,41.9862
1751306492016,46.0435
1751306492060,44.9139
1751306492117,56.6207
1751306492152,35.1414
1751306492203,50.7705
1751306492257,54.2065
1751306492292,35.0173
1751306492348,55.3271
1751306492388,40.4813
1751306492427,38.3852
1751306492466,38.8851
1751306492512,46.0747
1751306492547,35.0090
1751306492601,53.7161
1751306492620,19.1471
1751306492678,57.2535
1751306492727,50.1201
1751306492765,37.3085
1751306492815,50.3964
1751306492861,46.1200
1751306492915,53.2361
1751306492960,45.0877
1751306492991,31.3157
1751306493046,54.5307
1751306493085,39.0581
1751306493136,50.4528
1751306493216,80.5188
1751306493256,40.3764
1751306493314,57.3299
1751306493350,36.6385
1751306493417,66.5328
1751306493464,47.0122
1751306493525,61.1101
1751306493587,61.5113
1751306493626,39.2426
1751306493664,38.1644
1751306493697,32.5983
1751306493743,45.5946
1751306493764,20.9928
1751306493816,52.4207
1751306493851,34.9164
1751306493889,37.4320
1751306493935,46.8220
1751306493995,59.8253
1751306494055,59.8464
1751306494093,37.3217
1751306494150,57.7501
1751306494180,29.6769
1751306494236,56.2193
1751306494293,56.5891
1751306494349,55.3961
1751306494393,45.4289
1751306494457,63.0059
1751306494521,64.1999
1751306494558,37.0729
1751306494619,61.0663
1751306494680,60.3266
1751306494734,54.0268
1751306494785,51.5368
1751306494834,49.3543
1751306494897,62.2744
1751306494940,43.2890
1751306494973,32.7222
1751306495018,44.7964
1751306495076,58.1739
1751306495114,37.9388
1751306495156,41.5320
1751306495178,22.3214
1751306495230,51.6369
1751306495269,38.8387
1751306495297,28.8538
1751306495352,54.5918
1751306495419,66.5529
1751306495476,57.1237
1751306495506,29.7860
1751306495558,52.2046
1751306495597,39.0267
1751306495645,48.2188
1751306495699,53.2551
1751306495718,19.4180
1751306495748,29.8409
1751306495801,52.6899
1751306495845,43.9289
1751306495892,46.9565
1751306495947,55.5629
1751306495983,35.3632
1751306496033,50.2425
1751306496100,66.8877
1751306496128,28.6169
1751306496181,52.8621
1751306496227,45.3520
1751306496270,43.0180
1751306496327,56.3055
1751306496366,39.5243
1751306496416,50.1076
1751306496460,43.8109
1751306496517,57.4081
1751306496574,56.9805
1751306496628,54.0902
1751306496686,57.4741
1751306496734,48.3094
1751306496812,77.8504
1751306496863,50.7249
1751306496924,60.5782
1751306496966,42.0938
1751306497019,52.7222
1751306497068,48.8046
1751306497103,35.7301
1751306497155,51.1918
1751306497184,29.3459
1751306497234,49.6651
1751306497271,37.1708
1751306497327,55.8413
1751306497372,45.1853
1751306497435,62.8783
1751306497504,69.2894
1751306497543,38.8862
1751306497592,48.1932
1751306497641,49.2212
1751306497691,49.3616
1751306497743,51.9911
1751306497814,70.7831
1751306497869,55.6037
1751306497932,63.7243
1751306497974,41.4965
1751306498024,49.6977
1751306498058,33.9262
1751306498108,49.9389
1751306498142,34.4616
1751306498170,27.4768
1751306498215,45.2389
1751306498243,27.9023
1751306498300,57.5536
1751306498324,23.1232
1751306498381,57.7616
1751306498418,36.4192
1751306498488,69.9532
1751306498526,37.9390
1751306498574,47.9103
1751306498616,42.0787
1751306498682,66.3786
1751306498760,77.2808
1751306498797,37.1438
1751306498850,52.9765
1751306498877,27.0327
1751306498928,50.8640
1751306498958,30.2939
1751306499010,51.6101
1751306499032,21.2466
1751306499077,44.9361
1751306499121,43.9408
1751306499147,26.6710
1751306499237,89.7453
1751306499306,69.0055
1751306499324,18.3868
1751306499381,56.6590
1751306499407,26.0361
1751306499462,55.3023
1751306499507,45.0403
1751306499576,68.6338
1751306499642,66.0083
1751306499699,56.6394
1751306499761,62.1507
1751306499797,35.2333
1751306499853,55.9423
1751306499879,25.8481
1751306499929,51.1981
1751306499993,62.8017
1751306500032,40.6635
1751306500092,59.4688
1751306500146,54.3840
1751306500193,46.4092
1751306500265,71.2638
1751306500332,66.6852
1751306500378,46.6361
1751306500436,57.9807
1751306500466,29.1402
1751306500534,69.5027
1751306500622,87.2948
1751306500672,49.9443
1751306500728,55.8285
1751306500805,77.0129
1751306500843,38.2434
1751306500901,57.5422
1751306500957,56.0554
1751306500988,31.3747
1751306501049,59.7793
1751306501068,20.0864
1751306501120,51.3610
1751306501154,33.8416
1751306501212,58.2214
1751306501252,40.4334
1751306501288,35.2311
1751306501348,60.4568
1751306501406,56.7889
1751306501481,74.8880
1751306501532,51.3583
1751306501591,58.1363
1751306501640,49.3664
1751306501674,33.7331
1751306501724,50.7125
1751306501764,39.4819
1751306501830,65.4452
1751306501949,119.3071
1751306501988,38.5981
1751306502068,80.2404
1751306502107,38.8943
1751306502167,59.6927
1751306502224,56.7832
1751306502301,76.9762
1751306502398,96.5339
1751306502448,49.8765
1751306502511,57.4008
1751306502575,64.2619
1751306502615,39.8664
1751306502660,45.2447
1751306502702,41.5269
1751306502759,57.4355
1751306502828,68.2919
1751306502860,32.2088
1751306502882,22.2718
1751306502935,52.9962
1751306502996,60.8075
1751306503068,71.7070
1751306503127,59.3037
1751306503178,50.8302
1751306503236,58.1041
1751306503295,58.9144
1751306503343,47.3956
1751306503379,37.3767
1751306503445,61.0768
1751306503481,36.8563
1751306503533,51.4146
1751306503579,45.5970
1751306503621,42.5340
1751306503673,51.0892
1751306503713,39.9592
1751306503747,34.2239
1751306503799,52.1531
1751306503857,57.4861
1751306503913,56.0848
1751306503947,34.5437
1751306503986,38.7796
1751306504017,30.5915
1751306504063,46.5760
1751306504099,35.7718
1751306504140,40.2259
1751306504182,42.8913
1751306504223,40.6040
1751306504255,31.9080
1751306504293,38.1875
1751306504342,48.7629
1751306504414,72.5233
1751306504468,53.9694
1751306504549,80.3903
1751306504581,32.0169
1751306504639,58.0895
1751306504680,41.2229
1751306504730,49.9363
1751306504781,50.3504
1751306504807,26.1876
1751306504855,47.8411
1751306504893,38.1892
1751306504958,64.5034
1751306505023,65.2481
1751306505090,66.5405
1751306505136,46.4779
1751306505180,43.5518
1751306505209,29.4012
1751306505257,47.4399
1751306505275,18.5305
1751306505332,56.9413
1751306505376,43.3855
1751306505432,56.4991
1751306505474,41.9176
1751306505512,37.8822
1751306505568,55.7116
1751306505612,43.4543
1751306505658,46.6553
1751306505714,55.8717
1751306505751,37.0067
1751306505806,54.8923
1751306505850,43.3199
1751306505896,46.6831
1751306505953,56.6778
1751306506014,61.2611
1751306506051,37.0290
1751306506105,53.0183
1751306506134,29.6850
1751306506187,52.5965
1751306506222,35.2012
1751306506261,38.6130
1751306506293,31.6754
1751306506338,45.0214
1751306506362,24.0372
1751306506412,49.4636
1751306506457,46.0374
1751306506568,110.6820
1751306506611,42.5039
1751306506671,60.2073
1751306506702,31.1138
1751306506750,47.5300
1751306506796,45.7217
1751306506831,35.6999
1751306506881,49.6467
1751306506918,36.5284
1751306506955,37.8587
1751306506989,33.5070
1751306507028,38.4973
1751306507059,31.5881
1751306507094,35.2165
1751306507143,48.1833
1751306507201,57.9848
1751306507231,30.4631
1751306507283,51.4698
1751306507318,34.9809
1751306507369,51.1683
1751306507422,54.0328
1751306507457,34.4156
1751306507527,69.2077
1751306507571,44.6422
1751306507619,47.9659
1751306507673,53.8752
1751306507731,57.6106
1751306507766,35.9890
1751306507800,33.4149
1751306507850,49.9449
1751306507898,47.8041
1751306507927,29.4548
1751306507976,48.4898
1751306508011,34.8700
1751306508066,55.4109
1751306508121,55.1060
1751306508158,36.6126
1751306508209,51.3192
1751306508245,35.9370
1751306508297,51.4419
1751306508319,22.5335
1751306508369,49.7944
1751306508412,42.6458
1751306508434,22.0154
1751306508477,42.8484
1751306508508,31.2688
1751306508557,48.5616
1751306508611,54.6555
1751306508646,34.2001
1751306508691,44.9782
1751306508716,24.8873
1751306508772,56.8575
1751306508804,31.3321
1751306508855,51.5590
1751306508902,46.0322
1751306508946,44.2819
1751306508999,52.8295
1751306509038,39.5522
1751306509077,38.3004
1751306509109,32.0834
1751306509164,55.0095
1751306509188,23.9824
1751306509234,45.8920
1751306509274,40.1901
1751306509327,52.9361
1751306509376,48.0819
1751306509480,104.7119
1751306509541,60.9032
1751306509599,56.8083
1751306509640,41.8284
1751306509670,30.0183
1751306509711,40.3663
1751306509735,23.7711
1751306509784,49.1403
1751306509813,28.8971
1751306509862,49.3362
1751306509892,29.5274
1751306509946,54.1043
1751306509984,37.9655
1751306510030,46.2017
1751306510094,63.4896
1751306510132,37.5664
1751306510187,54.9999
1751306510246,59.8021
1751306510286,39.5579
1751306510335,50.0382
1751306510400,64.3172
1751306510432,32.4811
1751306510485,53.3168
1751306510534,48.1199
1751306510585,51.6285
1751306510647,61.1672
1751306510702,55.7396
1751306510742,39.5974
1751306510792,49.4768
1751306510814,22.4027
1751306510866,51.6903
1751306510904,37.7504
1751306510946,41.9865
1751306510976,30.5715
1751306511024,47.3463
1751306511051,27.7455
1751306511117,65.4936
1751306511145,28.1784
1751306511205,59.2800
1751306511244,39.2513
1751306511275,31.1829
1751306511328,53.3089
1751306511367,38.8235
1751306511424,56.1330
1751306511485,61.3708
1751306511522,37.0437
1751306511566,43.4196
1751306511596,29.9483
1751306511628,32.4765
1751306511678,49.6338
1751306511719,40.7376
